INTERFACE,READ/WRITE,DATA WIDTH (SW->HW),ADDRESS WIDTH,LATENCY,OFFSET,REGISTER,MAX WIDEN BITWIDTH,MAX READ BURST LENGTH,MAX WRITE BURST LENGTH,NUM READ OUTSTANDING,NUM WRITE OUTSTANDING,RESOURCE ESTIMATE
m_axi_gmem,READ_ONLY,64 -> 64,64,0,slave,0,0,16,16,16,16,BRAM=4
